entry	time	Updated.Master.Protein.Accessions	Master.Protein.Descriptions	logFC	AveExpr	t	P.Value	adj.P.Val	B	count	sca.t	sca.P.Value	sca.adj.pval	sig_conf	sig	MitoCarta3.0_SubMitoLocalization	MitoCarta3.0_MitoPathways	HPA_Main_Location_2020 (Reliability)	TargetP_Score	MitoCarta3.0_Evidence	mit_loc
P07686	24	P07686	Beta-hexosaminidase subunit beta OS=Homo sapiens OX=9606 GN=HEXB PE=1 SV=3	-1.09814922761847	0.414083083132431	-4.63677467538016	3.66624877858594e-06	7.29220910905556e-06	3.73747715919849	2	-4.84314432847638	1.37257802314963e-06	2.47398527932366e-06	TRUE	TRUE	NA	NA	NA	NA	NA	Not Mt.
P07686	3	P07686	Beta-hexosaminidase subunit beta OS=Homo sapiens OX=9606 GN=HEXB PE=1 SV=3	0.308113413698959	-2.69795130492305	1.276126964461	0.267134806319453	0.611981556295474	-4.56890023654606	2	1.50458294809581	0.202000574821933	0.590929081054491	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
P07686	6	P07686	Beta-hexosaminidase subunit beta OS=Homo sapiens OX=9606 GN=HEXB PE=1 SV=3	0.0666236911994547	-1.87790870414958	0.189939989846734	0.858258972126102	0.884468744049208	-6.22341835470758	2	0.198493052870586	0.851900090005587	0.880065892439376	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
P07737	24	P07737	Profilin-1 OS=Homo sapiens OX=9606 GN=PFN1 PE=1 SV=2	-1.09855118628775	-0.133125969870206	-4.63847188713556	3.63645608871402e-06	7.24622259145583e-06	3.74527089683332	7	-7.52227760466556	7.97136714734699e-14	5.9814135370129e-13	TRUE	TRUE	NA	NA	NA	NA	NA	Not Mt.
P07737	3	P07737	Profilin-1 OS=Homo sapiens OX=9606 GN=PFN1 PE=1 SV=2	-0.536464720714592	-4.06467794033212	-2.20580480981844	0.075908784336196	0.558324680001212	-4.41138876769873	6	-2.09917232838256	0.0866952240160262	0.551885751969101	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
P07737	6	P07737	Profilin-1 OS=Homo sapiens OX=9606 GN=PFN1 PE=1 SV=2	-0.405077079059922	-2.87024630569824	-3.24119739476921	0.0218807498624605	0.0869847214202972	-3.17278589020069	7	-2.87059479164997	0.0334218472325179	0.0928342715419643	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
P07741	24	P07741	Adenine phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=APRT PE=1 SV=2	-0.91378674299595	-0.132753516047823	-3.8583310191917	0.000116190506208987	0.000164300637686146	0.463465227319945	2	-4.52904586842982	6.26161492531431e-06	1.01788104476656e-05	FALSE	TRUE	NA	NA	NA	NA	NA	Not Mt.
P07741	3	P07741	Adenine phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=APRT PE=1 SV=2	-0.422467896258863	-3.83067118824629	-1.83022695615847	0.136902994351985	0.564854168132371	-4.51140099475643	3	-2.30567594028901	0.077823389549076	0.547262643021713	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
P07741	6	P07741	Adenine phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=APRT PE=1 SV=2	-0.598165544370206	-3.05987183997918	-3.67868214354938	0.0197861126869483	0.0862016419249763	-2.80148398344891	2	-4.90134954209935	0.00708845677946893	0.0563110361852074	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
P07814	24	P07814	Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens OX=9606 GN=EPRS1 PE=1 SV=5	-0.603596304980873	0.105943287932492	-2.54859721311093	0.0108574261309346	0.0120997073147204	-3.69101966545554	20	-2.6648737997157	0.00776144989330537	0.00885658046989587	FALSE	TRUE	NA	NA	NA	NA	NA	Not Mt.
P07814	3	P07814	Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens OX=9606 GN=EPRS1 PE=1 SV=5	-0.190315199328675	-3.67132355395864	-1.01787624916597	0.353295858503249	0.645868991326253	-4.60022348048709	14	-0.936129570801378	0.389871595434437	0.688392694225503	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
P07814	6	P07814	Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens OX=9606 GN=EPRS1 PE=1 SV=5	-0.317964895422084	-2.79101985804479	-2.52864285518393	0.051105107359095	0.111568277140305	-4.05197254238109	19	-3.54147592632184	0.0154871656812247	0.0710341298513426	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
P07858	24	P07858	Cathepsin B OS=Homo sapiens OX=9606 GN=CTSB PE=1 SV=3	-0.681508159264691	0.330378145912768	-2.87756863499917	0.00403143048248801	0.00467250107148557	-2.80725726020751	3	-3.74183110169013	0.000187651276527223	0.000258223118729488	FALSE	TRUE	NA	NA	NA	NA	NA	Not Mt.
P07858	3	P07858	Cathepsin B OS=Homo sapiens OX=9606 GN=CTSB PE=1 SV=3	-0.0272087196788136	-2.64222515733874	-0.141019339874713	0.8931032116285	0.943043025522431	-4.69216225197617	2	-0.130336873775597	0.901103629667939	0.948758148544608	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
P07858	6	P07858	Cathepsin B OS=Homo sapiens OX=9606 GN=CTSB PE=1 SV=3	-0.519409306585216	-2.15569773671649	-3.13999342171709	0.0329783219292926	0.0946107189642962	-3.32597774648659	3	-1.96793517174242	0.117077156801836	0.184675667661783	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
P07900	24	P07900	Heat shock protein HSP 90-alpha OS=Homo sapiens OX=9606 GN=HSP90AA1 PE=1 SV=5	-1.56707181967431	-0.41979549071733	-6.61673181132743	4.22342708836066e-11	5.49298421312537e-10	14.7688088033457	16	-6.91819171211616	6.07311511055703e-12	3.07516415500333e-11	TRUE	TRUE	NA	NA	NA	NA	NA	Not Mt.
P07900	3	P07900	Heat shock protein HSP 90-alpha OS=Homo sapiens OX=9606 GN=HSP90AA1 PE=1 SV=5	-0.118599624478803	-3.86859582181223	-0.602603660037207	0.571838741689449	0.775173237218031	-4.65770403147221	14	-0.558623490715595	0.599200495200199	0.799455490985122	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
P07900	6	P07900	Heat shock protein HSP 90-alpha OS=Homo sapiens OX=9606 GN=HSP90AA1 PE=1 SV=5	-0.28263688140765	-2.94701316375554	-2.2995283569211	0.0681548854041552	0.128758082860185	-4.34603348765193	14	-3.12434367009874	0.0247785694592538	0.082855794451257	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
P07910	24	P07910	Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=4	-1.09265659223114	0.0565820943784704	-4.6135828249244	4.09756114480382e-06	8.05421068462796e-06	3.63126402934019	4	-6.00040891304952	2.31680186056673e-09	7.03533233611979e-09	TRUE	TRUE	NA	NA	NA	NA	NA	Not Mt.
P07910	3	P07910	Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=4	-0.269299202978582	-3.805275416243	-1.56124425995641	0.176415551612078	0.574518154819733	-4.51072597855264	4	-1.41598898263063	0.21277093927948	0.593231800385468	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
P07910	6	P07910	Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=4	-0.294572665328271	-2.8258450796524	-2.44543602746615	0.0566955045790415	0.116492001668598	-4.15838271764714	5	-2.81808170164953	0.0356005656897823	0.0945051228478064	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
P07942	24	P07942	Laminin subunit beta-1 OS=Homo sapiens OX=9606 GN=LAMB1 PE=1 SV=2	-0.519388720732149	2.46546564785707	-1.79061210417841	0.0734406688431033	0.076836769136426	-5.12687111592705	2	-1.4859673297607	0.137439895029637	0.141822632090872	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
P07942	3	P07942	Laminin subunit beta-1 OS=Homo sapiens OX=9606 GN=LAMB1 PE=1 SV=2	-0.168107546060415	-1.49922803335219	-0.828566474000392	0.443349895105521	0.698276084791195	-4.62858758941358	9	-1.19100960015005	0.284242156599003	0.613722853614468	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
P07942	6	P07942	Laminin subunit beta-1 OS=Homo sapiens OX=9606 GN=LAMB1 PE=1 SV=2	-0.129468408774046	-0.309340976735342	-1.01200774862525	0.356579980566974	0.42258972696955	-5.8989819005905	8	-1.14569499067509	0.301895594097944	0.375350947391182	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
P07948	24	P07948	Tyrosine-protein kinase Lyn OS=Homo sapiens OX=9606 GN=LYN PE=1 SV=3	-1.92027009622287	1.22204644309445	-4.68119058447514	2.95867538738849e-06	6.05107621601488e-06	4.27299238715748	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Mt.
P07951	6	P07951	Tropomyosin beta chain OS=Homo sapiens OX=9606 GN=TPM2 PE=1 SV=1	-0.408439707271271	-1.37905174627952	-2.50607674048844	0.0639016018285614	0.123642457959831	-4.01035758128628	2	-2.05294939333221	0.105990528386602	0.172213664803177	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
P07951	3	P07951	Tropomyosin beta chain OS=Homo sapiens OX=9606 GN=TPM2 PE=1 SV=1	0.151227522357341	-2.47603495309119	0.613525357271038	0.57082588777643	0.774658495590549	-4.63597603803053	2	0.552777461891545	0.607902211039791	0.806852025561904	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
P07954	6	P07954	Fumarate hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=FH PE=1 SV=3	-0.817988001001615	-2.60216839553682	-5.7919938690057	0.00194028623515472	0.0821523593385708	-0.695341436748942	2	-5.25731781774005	0.00294277990620952	0.0490403443030457	FALSE	TRUE	Matrix	Metabolism > Carbohydrate metabolism > TCA cycle	Mitochondria (Enhanced)	1	literature, APEX_matrix, targetP signal+, yeast mito homolog, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++	Matrix
P07954	3	P07954	Fumarate hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=FH PE=1 SV=3	-0.0178424049617387	-3.30162026637768	-0.06753023472692	0.948654742690515	0.97106286142811	-4.69379630098876	2	-0.0733354959046981	0.944227110700383	0.970825057480675	FALSE	FALSE	Matrix	Metabolism > Carbohydrate metabolism > TCA cycle	Mitochondria (Enhanced)	1	literature, APEX_matrix, targetP signal+, yeast mito homolog, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++	Matrix
P07954	24	P07954	Fumarate hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=FH PE=1 SV=3	-1.41898170263716	-0.205462869564691	-5.99144292792032	2.28722917433814e-09	1.59226338675078e-08	10.8656410755178	3	-7.7894884106165	1.05500151237418e-14	9.93140060057692e-14	TRUE	TRUE	Matrix	Metabolism > Carbohydrate metabolism > TCA cycle	Mitochondria (Enhanced)	1	literature, APEX_matrix, targetP signal+, yeast mito homolog, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++	Matrix
P07996	24	P07996	Thrombospondin-1 OS=Homo sapiens OX=9606 GN=THBS1 PE=1 SV=2	-1.48099849122393	-1.43799195101691	-6.25329975715211	4.49597164470398e-10	4.08587883359709e-09	12.4530830346387	3	-7.34202451924586	3.00711657733336e-13	2.01544933063346e-12	TRUE	TRUE	NA	NA	NA	NA	NA	Not Mt.
P07996	3	P07996	Thrombospondin-1 OS=Homo sapiens OX=9606 GN=THBS1 PE=1 SV=2	-0.415863553206882	-1.19244613591195	-1.62051744919081	0.163221962957205	0.57012590678184	-4.5009580266459	3	-1.55026881327082	0.178489366508614	0.579586633081558	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
P07996	6	P07996	Thrombospondin-1 OS=Homo sapiens OX=9606 GN=THBS1 PE=1 SV=2	0.18518910179116	-1.40700954044546	0.836415476944313	0.439899920199301	0.505681721199081	-6.06022158538728	3	0.803789048009727	0.456675903550367	0.526891205912227	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
P08069	24	P08069	Insulin-like growth factor 1 receptor OS=Homo sapiens OX=9606 GN=IGF1R PE=1 SV=1	0.373172739281847	1.10983344220577	1.28652702154479	0.198343014876894	0.203399918938911	-5.89107310343212	2	1.06530689275523	0.286861196430251	0.292366898527091	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
P08133	24	P08133	Annexin A6 OS=Homo sapiens OX=9606 GN=ANXA6 PE=1 SV=3	-1.81290958047276	-0.313809296667865	-7.65474583970722	2.47983286279499e-14	8.28645688921649e-13	22.1030713428479	7	-11.1737934443361	3.43896405064819e-28	2.96753939537184e-26	TRUE	TRUE	NA	NA	NA	NA	NA	Not Mt.
P08133	3	P08133	Annexin A6 OS=Homo sapiens OX=9606 GN=ANXA6 PE=1 SV=3	-0.258053583256777	-3.69331674665042	-0.996523123822961	0.372251130019461	0.651646388250187	-4.59915290308914	3	-0.682955893129394	0.52966544717457	0.757441353095723	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
P08133	6	P08133	Annexin A6 OS=Homo sapiens OX=9606 GN=ANXA6 PE=1 SV=3	-0.298489711351013	-2.91830908783369	-2.26853206803847	0.0708951235175469	0.130846059054158	-4.38601739083908	6	-2.54927949839849	0.049495071989189	0.109560340251971	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
P08174	24	P08174	Complement decay-accelerating factor OS=Homo sapiens OX=9606 GN=CD55 PE=1 SV=4	-0.530213211215909	1.12007137515394	-2.23874782086727	0.0252340049752375	0.0272406852913598	-4.42541458729466	2	-3.08243617263264	0.00208016381342438	0.00252818031549407	FALSE	TRUE	NA	NA	NA	NA	NA	Not Mt.
P08174	3	P08174	Complement decay-accelerating factor OS=Homo sapiens OX=9606 GN=CD55 PE=1 SV=4	-0.487869129939972	-3.38437503319209	-1.77222579329996	0.146753824176921	0.565796823841708	-4.5170087827097	2	-1.66121325606798	0.16700890408031	0.579586633081558	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
P08174	6	P08174	Complement decay-accelerating factor OS=Homo sapiens OX=9606 GN=CD55 PE=1 SV=4	-0.466319965775941	-2.38709259650944	-2.5651559654084	0.0599151304790515	0.119005580361672	-3.94382170118316	2	-1.69938726659141	0.161057307751532	0.232733304453692	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
P08195	24	P08195	4F2 cell-surface antigen heavy chain OS=Homo sapiens OX=9606 GN=SLC3A2 PE=1 SV=3	-0.701773729070835	0.825653485186471	-2.96313704273103	0.00306541848756024	0.00360872030080263	-2.55982116122064	12	-3.85303009299648	0.000120211318460131	0.00016855629013604	FALSE	TRUE	NA	NA	NA	NA	NA	Not Mt.
P08195	3	P08195	4F2 cell-surface antigen heavy chain OS=Homo sapiens OX=9606 GN=SLC3A2 PE=1 SV=3	-0.203989039459768	-3.19607348922068	-1.20555836073301	0.279459866051302	0.622899339616176	-4.56995078621176	10	-1.54472991490912	0.179792386037194	0.579586633081558	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
P08195	6	P08195	4F2 cell-surface antigen heavy chain OS=Homo sapiens OX=9606 GN=SLC3A2 PE=1 SV=3	-0.236285221020641	-2.12857997734137	-1.89996141523912	0.114030762329645	0.178034577444692	-4.86095830756504	10	-2.55684219593891	0.049031610655985	0.109458908615225	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
P08237	24	P08237	ATP-dependent 6-phosphofructokinase, muscle type OS=Homo sapiens OX=9606 GN=PFKM PE=1 SV=2	-1.49251270196311	-0.238143445055479	-6.30191682978641	3.30032826202336e-10	3.1302676790894e-09	12.7552850119956	2	-7.39649691707311	2.01950962837795e-13	1.38033149847219e-12	TRUE	TRUE	NA	NA	NA	NA	NA	Not Mt.
P08237	3	P08237	ATP-dependent 6-phosphofructokinase, muscle type OS=Homo sapiens OX=9606 GN=PFKM PE=1 SV=2	0.0396030342116028	-3.42706891540467	0.14789823418955	0.887932752773304	0.941902185501036	-4.69195098773327	2	0.160255069473378	0.878610501323876	0.937692579802835	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
P08237	6	P08237	ATP-dependent 6-phosphofructokinase, muscle type OS=Homo sapiens OX=9606 GN=PFKM PE=1 SV=2	-1.02866328985908	-2.81397949657461	-5.47888128808758	0.00249698821413061	0.0821523593385708	-0.944451244121542	2	-5.79384739982298	0.00189242955095936	0.0490403443030457	TRUE	TRUE	NA	NA	NA	NA	NA	Not Mt.
P08238	24	P08238	Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4	-1.56620286270505	-0.235722675621906	-6.61306276747825	4.32817967305058e-11	5.56260724844134e-10	14.744776782592	14	-8.60230853250258	1.515424775861e-17	2.87930707413589e-16	TRUE	TRUE	NA	NA	NA	NA	NA	Not Mt.
P08238	3	P08238	Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4	-0.222033855699941	-3.74995456436836	-1.15961849361266	0.296174861729709	0.629203734529473	-4.57749186366014	12	-1.07051075291015	0.330699339828288	0.649884136685321	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
P08238	6	P08238	Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4	-0.382847059352274	-2.8106494075748	-3.14558394017512	0.0244082043576297	0.0888725455567758	-3.28664458302498	14	-4.30963744474384	0.00699482541612284	0.0563110361852074	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
P08240	24	P08240	Signal recognition particle receptor subunit alpha OS=Homo sapiens OX=9606 GN=SRPRA PE=1 SV=2	-0.630984636979993	0.16008117820939	-2.66424044357592	0.00775109851688187	0.00874565505385321	-3.39256477307816	2	-3.12692319844286	0.0017909748110654	0.00219084987224835	FALSE	TRUE	NA	NA	NA	NA	NA	Not Mt.
P08243	24	P08243	Asparagine synthetase [glutamine-hydrolyzing] OS=Homo sapiens OX=9606 GN=ASNS PE=1 SV=4	0.466425417463369	0.949150638693338	1.96941318106464	0.0489832416849011	0.0519490238962916	-4.9865515116821	7	2.05916405595848	0.0396031798405532	0.0422338751028762	FALSE	TRUE	NA	NA	NA	NA	NA	Not Mt.
P08243	3	P08243	Asparagine synthetase [glutamine-hydrolyzing] OS=Homo sapiens OX=9606 GN=ASNS PE=1 SV=4	-0.137647387550552	-2.98360491675025	-0.419285624833358	0.691601942430794	0.846894786879314	-4.67601737021182	2	-0.408548490948419	0.698857957179484	0.857765611173858	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
P08243	6	P08243	Asparagine synthetase [glutamine-hydrolyzing] OS=Homo sapiens OX=9606 GN=ASNS PE=1 SV=4	-0.0361415610772489	-2.20082355195112	-0.262395441241599	0.80316456793222	0.835912522087323	-6.40161401481308	5	-0.378884936998082	0.719752969888364	0.76897374473499	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
P08559	24	P08559	Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial OS=Homo sapiens OX=9606 GN=PDHA1 PE=1 SV=3	-1.09323974242418	0.288600808133403	-3.76898503455017	0.000166574985290567	0.000231182663291445	0.291998090988317	2	-4.02000211637915	6.02797875924067e-05	8.73003077649471e-05	TRUE	TRUE	Matrix	Metabolism > Carbohydrate metabolism > Pyruvate metabolism	Mitochondria (Supported)	1	literature, APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain+, induction, coexpression++, MS/MS++	Matrix
P08559	3	P08559	Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial OS=Homo sapiens OX=9606 GN=PDHA1 PE=1 SV=3	-0.295833075041511	-3.10556321507506	-0.734078376482444	0.501317763364067	0.73448881609154	-4.62540836376822	2	-0.770654222007447	0.481078987308486	0.740194567103047	FALSE	FALSE	Matrix	Metabolism > Carbohydrate metabolism > Pyruvate metabolism	Mitochondria (Supported)	1	literature, APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain+, induction, coexpression++, MS/MS++	Matrix
P08574	24	P08574	Cytochrome c1, heme protein, mitochondrial OS=Homo sapiens OX=9606 GN=CYC1 PE=1 SV=3	-1.78452767765491	-0.206348916730855	-6.15222613102944	8.48897163390801e-10	7.03214771023323e-09	11.9410306080093	2	-6.18489309077225	7.4658305906367e-10	2.49785705221464e-09	TRUE	TRUE	MIM	OXPHOS > Complex III > CIII subunits | Metabolism > Metals and cofactors > Heme-containing proteins | Metabolism > Electron carriers > Cytochromes | OXPHOS > OXPHOS subunits	Mitochondria (Supported)	2	literature, APEX_IMS, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, coexpression++, MS/MS++	MIM
P08574	6	P08574	Cytochrome c1, heme protein, mitochondrial OS=Homo sapiens OX=9606 GN=CYC1 PE=1 SV=3	-0.184849887995163	-2.58952903836734	-0.923745414884002	0.405976637129705	0.472966345538468	-5.78298788149202	2	-1.00308802247207	0.37005523303514	0.44221020323823	FALSE	FALSE	MIM	OXPHOS > Complex III > CIII subunits | Metabolism > Metals and cofactors > Heme-containing proteins | Metabolism > Electron carriers > Cytochromes | OXPHOS > OXPHOS subunits	Mitochondria (Supported)	2	literature, APEX_IMS, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, coexpression++, MS/MS++	MIM
P08574	3	P08574	Cytochrome c1, heme protein, mitochondrial OS=Homo sapiens OX=9606 GN=CYC1 PE=1 SV=3	-0.21404863982977	-3.29425556807006	-0.893896313873836	0.419073579950859	0.680680734570638	-4.609822189973	2	-0.8208177019183	0.454825259820606	0.718964036521458	FALSE	FALSE	MIM	OXPHOS > Complex III > CIII subunits | Metabolism > Metals and cofactors > Heme-containing proteins | Metabolism > Electron carriers > Cytochromes | OXPHOS > OXPHOS subunits	Mitochondria (Supported)	2	literature, APEX_IMS, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, coexpression++, MS/MS++	MIM
P08579	24	P08579	U2 small nuclear ribonucleoprotein B'' OS=Homo sapiens OX=9606 GN=SNRPB2 PE=1 SV=1	-1.17103591574943	0.594280243144337	-4.03719026129939	5.52364156924418e-05	8.34308031182083e-05	1.32348262748745	2	-3.99268586196078	6.76059881289167e-05	9.73657867976262e-05	TRUE	TRUE	NA	NA	NA	NA	NA	Not Mt.
P08581	24	P08581	Hepatocyte growth factor receptor OS=Homo sapiens OX=9606 GN=MET PE=1 SV=4	0.213723778581358	2.21480790077461	0.736820746394076	0.461280013778688	0.467958986420976	-6.43904516219955	2	0.728857008601352	0.466171506540371	0.470946921973223	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
P08621	24	P08621	U1 small nuclear ribonucleoprotein 70 kDa OS=Homo sapiens OX=9606 GN=SNRNP70 PE=1 SV=2	-1.24171789253516	-0.11879774057268	-5.24297238778721	1.6722741273486e-07	5.45372282973147e-07	6.70261171864787	5	-6.15640164860319	8.91029462158279e-10	2.92444059608526e-09	TRUE	TRUE	NA	NA	NA	NA	NA	Not Mt.
P08621	3	P08621	U1 small nuclear ribonucleoprotein 70 kDa OS=Homo sapiens OX=9606 GN=SNRNP70 PE=1 SV=2	-0.186466014814963	-3.50805178744993	-0.837273815622139	0.438853647021863	0.695878290243768	-4.62734973653458	2	-0.789070408955102	0.463891923490364	0.725659508888499	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
P08621	6	P08621	U1 small nuclear ribonucleoprotein 70 kDa OS=Homo sapiens OX=9606 GN=SNRNP70 PE=1 SV=2	-0.328182473835765	-2.61103530080183	-2.46460675068766	0.0553512160064357	0.115234563937595	-4.13382019622846	4	-3.1595109090691	0.0237907687429636	0.0818153262498709	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
P08648	24	P08648	Integrin alpha-5 OS=Homo sapiens OX=9606 GN=ITGA5 PE=1 SV=2	-0.802187487153522	1.3092122181841	-3.38711946590978	0.000713984813637016	0.000905297732177232	-1.2268418517546	2	-3.54143507614531	0.000406742624189414	0.000538595891749538	FALSE	TRUE	NA	NA	NA	NA	NA	Not Mt.
P08648	3	P08648	Integrin alpha-5 OS=Homo sapiens OX=9606 GN=ITGA5 PE=1 SV=2	0.130556967000556	-2.64345592681285	0.560538997196586	0.603327710954892	0.791930304229108	-4.64020976036958	2	0.512298778245947	0.633642126188572	0.822070176089632	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
P08648	6	P08648	Integrin alpha-5 OS=Homo sapiens OX=9606 GN=ITGA5 PE=1 SV=2	-0.591489507940007	-1.77366133236764	-4.16496829576283	0.00819254121111866	0.0821523593385708	-2.15153466916862	3	-4.59845134837704	0.00530524058376549	0.0521226214054485	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
P08670	24	P08670	Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=4	-1.10941865098129	-0.215696671308134	-4.68435816908092	2.91356744836866e-06	5.97006462061955e-06	3.95706551700419	23	-4.89829024112355	1.04157520204071e-06	1.90894003843037e-06	TRUE	TRUE	NA	NA	NA	NA	NA	Not Mt.
P08670	3	P08670	Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=4	-0.26483675687854	-3.76853157892069	-1.47279845162052	0.198038703967061	0.578550018405346	-4.52542270621416	23	-1.3457253412848	0.233093662023746	0.597844750724566	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
P08670	6	P08670	Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=4	-0.501873942428863	-2.82986990460302	-3.73748265006332	0.0126976781094475	0.0821523593385708	-2.60595792626672	24	-4.76625710906805	0.00454168926682067	0.0490713978483233	FALSE	TRUE	NA	NA	NA	NA	NA	Not Mt.
P08708	24	P08708	40S ribosomal protein S17 OS=Homo sapiens OX=9606 GN=RPS17 PE=1 SV=2	-1.19928241626578	-0.0752454125426682	-5.06379478901014	4.31884949896185e-07	1.18741026730951e-06	5.78830804387656	3	-5.29448097566153	1.31978639119279e-07	2.82655389468486e-07	TRUE	TRUE	NA	NA	NA	NA	NA	Not Mt.
P08708	3	P08708	40S ribosomal protein S17 OS=Homo sapiens OX=9606 GN=RPS17 PE=1 SV=2	-0.982181102650488	-3.31574344413267	-1.94283938440134	0.106886309269023	0.558324680001212	-4.4497848867719	3	-1.99105918838897	0.0998773597404265	0.551885751969101	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
P08708	6	P08708	40S ribosomal protein S17 OS=Homo sapiens OX=9606 GN=RPS17 PE=1 SV=2	-0.621424786715158	-2.88011036315648	-3.69802270198866	0.0132404039000729	0.0825735455740433	-2.649496714712	3	-4.26563581877307	0.0073032922491511	0.0563110361852074	FALSE	FALSE	NA	NA	NA	NA	NA	Not Mt.
P08754	24	P08754	Guanine nucleotide-binding protein G(i) subunit alpha-3 OS=Homo sapiens OX=9606 GN=GNAI3 PE=1 SV=3	-0.914997300903828	0.629891650194193	-3.15448752906959	0.00162122702541955	0.0019683091666916	-1.80405020265778	2	-2.33179413612089	0.0198069189723265	0.021738277261096	FALSE	TRUE	NA	NA	NA	NA	NA	Not Mt.
P08865	24	P08865	40S ribosomal protein SA OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=4	-1.34532061668337	-0.487570644093267	-5.68041975427361	1.45160541092893e-08	7.43605413334349e-08	9.06835501724213	4	-5.93854327340108	3.3633161045187e-09	9.86604483351025e-09	TRUE	TRUE	NA	NA	NA	NA	NA	Not Mt.
